노선ID,노선명,순번,구간ID,정류소ID,정류소명,X좌표,Y좌표
100100411,6000,1,0,115000073,개화검문소,126.7997884498,37.5784942626
100100411,6000,2,115600017,115000600,김포공항국제선,126.801935005,37.565706006
100100411,6000,3,115603282,115000603,김포공항국내선,126.8044802852,37.5585727001
100100411,6000,4,115600020,115000634,송정역,126.8095961346,37.5613708422
100100411,6000,5,115602259,115000896,마곡역,126.8260392049,37.5596940503
100100411,6000,6,115606821,115000893,발산역,126.8376109437,37.5585733533
100100411,6000,7,115602084,115000593,한국가스기술공사,126.843257,37.557872
100100411,6000,8,115600025,115000591,KBS스포츠월드,126.84923323,37.5569118315
100100411,6000,9,115600027,115000589,강서구청사거리.서울디지털대학교,126.8540843129,37.5552355847
100100411,6000,10,115600029,115000006,등촌중학교 백석초등학교,126.8605244195,37.5528653812
100100411,6000,11,114600001,115000004,등촌역.강서보건소,126.8675998318,37.5494106214
100100411,6000,12,115600032,115000002,염창역.서울도시가스,126.8750578709,37.5468551335
100100411,6000,13,121600003,121000020,고속터미널,127.003792583,37.5057382586
100100411,6000,14,121600006,121000018,반포역,127.0110398687,37.5079040519
100100411,6000,15,121600008,121000525,논현사거리,127.0198045684,37.5104503209
100100411,6000,16,121600010,121000013,논현역,127.0230319441,37.5072264964
100100411,6000,17,121600012,121000011,지하철2호선강남역,127.025438,37.501817
100100411,6000,18,121600014,122000606,강남역,127.0301126142,37.4983670689
100100411,6000,19,122600002,122000604,역삼역,127.0348815674,37.4998687965
100100411,6000,20,122600004,122000602,토마토저축은행.르네상스호텔,127.0443408136,37.5027725812
100100411,6000,21,122600006,122000600,선릉역,127.0507925638,37.5047424957
100100411,6000,22,122600007,122000598,포스코사거리,127.0550656528,37.5060715084
100100411,6000,23,122600009,122000582,삼성역,127.0610359891,37.5078996127
100100411,6000,24,123600001,123000488,잠실종합운동장,127.0724640283,37.510440568
100100411,6000,25,123600003,123000490,잠실주공1단지,127.07949095,37.5115831496
100100411,6000,26,123600004,123000504,신천역,127.0836048934,37.5114109026
100100411,6000,27,123600006,123000396,잠실2.3단지,127.088092125,37.5112526521
100100411,6000,28,123600009,123000491,잠실롯데월드,127.0991373541,37.5098039398
100100411,6000,29,123600012,123000492,잠실역,127.096996375,37.5126667117
100100411,6000,30,123603109,123000503,잠실주공2.3단지,127.0880802157,37.5117068158
100100411,6000,31,123600016,123000440,잠실새내역,127.0829040944,37.5118961887
100100411,6000,32,123600017,123000489,잠실주공1단지,127.0794337445,37.5120409472
100100411,6000,33,123600019,123000487,잠실종합운동장,127.0721954509,37.5111066459
100100411,6000,34,122600014,122000597,삼성역,127.0610138468,37.5084898455
100100411,6000,35,122600016,122000599,포스코사거리,127.0551984022,37.5066283272
100100411,6000,36,122600017,122000601,선릉역,127.0505621601,37.5052436071
100100411,6000,37,122600019,122000603,LG데이콤(르네상스호텔),127.0441001779,37.5032475521
100100411,6000,38,122600022,122000605,역삼역,127.0348444801,37.5003770293
100100411,6000,39,122600024,122000607,강남역12번출구,127.0293968328,37.4987123716
100100411,6000,40,122605214,121000012,지하철2호선강남역,127.02637,37.500785
100100411,6000,41,121600017,121000014,논현역,127.023728,37.506367
100100411,6000,42,121600019,121000526,논현사거리,127.0200501302,37.5108143243
100100411,6000,43,121600021,121000017,반포역,127.0121292217,37.5083418804
100100411,6000,44,121600024,121000019,고속터미널,127.0052834138,37.5062923789
100100411,6000,45,121600026,121000021,신반포역,126.9958263651,37.5034152049
100100411,6000,46,121600027,121000023,구반포역,126.9900264523,37.5019451598
100100411,6000,47,119600016,119000279,흑석동,126.9654484836,37.5076760417
100100411,6000,48,114600003,115000001,염창역.서울도시가스,126.8758813624,37.5470974954
100100411,6000,49,115600035,115000003,등촌역.강서보건소,126.8686519482,37.5490054028
100100411,6000,50,115600037,115000005,등촌중학교 백석초등학교,126.8615536765,37.5526278025
100100411,6000,51,115600038,115000588,강서구청사거리.서울디지털대학교,126.8557818766,37.5547564863
100100411,6000,52,115600041,115000590,KBS스포츠월드,126.8504630663,37.5566007161
100100411,6000,53,115600042,115000592,한국가스기술공사,126.8454938402,37.5578531453
100100411,6000,54,115600044,115000594,발산역,126.8391584264,37.5584907687
100100411,6000,55,115606822,115000895,마곡역,126.827513,37.559695
100100411,6000,56,115600047,115000633,송정역,126.811072238,37.561349785
100100411,6000,57,115603104,115000547,김포공항국제선,126.8021756851,37.5658713092
100100411,6000,58,115603266,115000520,김포공항국내선,126.8036809737,37.5595085098
100100412,6001,1,0,129000083,인천국제공항,126.4512826451,37.4486293451
100100412,6001,2,129600198,274109998,공항입국장진입1(경유),126.4493489201,37.4451851667
100100412,6001,3,274601548,274110129,공항입국장진입2(경유),126.4545715583,37.4416619895
100100412,6001,4,274600022,161000376,영종도인천공항종점2(가상),126.4598327898,37.4445461974
100100412,6001,5,161603353,161000559,GS주유소(가상),126.4763198732,37.4411606054
100100412,6001,6,161600398,161000328,신불IC(가상),126.4893877145,37.4517070622
100100412,6001,7,161603365,161000333,공항입구JC(가상),126.5165501837,37.5082669284
100100412,6001,8,161600311,161000381,영종대교(가상),126.5421061082,37.5213607131
100100412,6001,9,161603832,168000693,북인천IC(가상),126.6151317893,37.554699412
100100412,6001,10,168601231,168001112,신공항TG(가상),126.6649121544,37.5692880569
100100412,6001,11,167601805,167000605,노오지JC(가상),126.7535381313,37.5701937118
100100412,6001,12,167600510,167000603,김포공항IC(가상),126.7926774008,37.5839536338
100100412,6001,13,115606557,115000907,방화대교(가상),126.820437898,37.5835477465
100100412,6001,14,115606558,115000905,마곡철교(가상),126.8368632901,37.5774689006
100100412,6001,15,115606544,115000903,가양대교(가상),126.8585762117,37.5654563252
100100412,6001,16,118607011,118000590,성산대교(가상),126.8887430165,37.5475398826
100100412,6001,17,118607037,118000588,양화대교(가상),126.9004415832,37.5388134548
100100412,6001,18,118606729,118000586,여의하류IC(가상),126.9090791787,37.5318707992
100100412,6001,19,118606735,118000584,여의2교(가상),126.9107877459,37.5262913886
100100412,6001,20,118607050,119000311,여의교(가상),126.927668312,37.5148027152
100100412,6001,21,102602231,102000001,한강대교북단,126.9631917349,37.5240898013
100100412,6001,22,102602232,102000003,신용산역,126.966207,37.527293
100100412,6001,23,102602234,102000007,삼각지역,126.9740117531,37.5352698987
100100412,6001,24,102602236,102000009,숙대입구역,126.9725377982,37.543295633
100100412,6001,25,102602238,102000011,갈월동,126.9722373211,37.5509755993
100100412,6001,26,102602240,101000263,서울스퀘어앞,126.97323173,37.555341632
100100412,6001,27,101603297,101000047,남대문시장.회현역,126.9784645011,37.5584920257
100100412,6001,28,101600535,101000050,명동입구,126.9852407503,37.5606538896
100100412,6001,29,101601740,101000053,퇴계로3가.한옥마을.한국의집,126.9924839556,37.5608717364
100100412,6001,30,101600170,101000054,충무로역2번출구.대한극장앞,126.9949175906,37.5612232926
100100412,6001,31,101604073,101000299,베이튼호텔,127.0026364414,37.5649993215
100100412,6001,32,101603342,101000257,아카시아호텔.웨스턴코업레지던스,127.0034786985,37.5665506121
100100412,6001,33,101603308,101000256,을지로코업레지던스,127.0053974501,37.5662333554
100100412,6001,34,101603310,101000289,동대문역사문화공원,127.009245066,37.5653851887
100100412,6001,35,101603311,101000255,토요코인호텔.이비스버젯호텔,127.0089472544,37.5645913489
100100412,6001,36,101603313,101000102,퇴계로6가,127.0032725375,37.5635049245
100100412,6001,37,101600052,101000244,충무로역.호텔피제이,126.9955605031,37.5617180187
100100412,6001,38,101600054,101000052,퇴계로3가.한옥마을.한국의집,126.9917289172,37.5612168046
100100412,6001,39,101603353,101000234,명동역.세종호텔,126.9865842732,37.5610964868
100100412,6001,40,101603320,101000173,남대문시장,126.9788338327,37.5613170207
100100412,6001,41,101600768,101000003,서울역버스환승센터,126.9723557945,37.5550251461
100100412,6001,42,102602241,102000012,갈월동,126.9717081909,37.5495337218
100100412,6001,43,102602230,102000010,숙대입구역,126.9722320769,37.5437560216
100100412,6001,44,102602256,102000008,삼각지역,126.9741608708,37.5359845015
100100412,6001,45,102602359,102000004,신용산역,126.9666192358,37.527920489
100100412,6001,46,102602262,102000002,한강대교북단,126.9631848403,37.5243060629
100100412,6001,47,119604509,119000310,여의교(가상),126.9279150752,37.5155175577
100100412,6001,48,119604559,118000583,여의2교(가상),126.9116111841,37.5266083392
100100412,6001,49,118604134,118000585,여의하류IC(가상),126.9095941629,37.5320281993
100100412,6001,50,118606988,118000587,양화대교(가상),126.9006999578,37.5391959339
100100412,6001,51,118606994,118000589,성산대교(가상),126.8887793384,37.5478817187
100100412,6001,52,115606509,115000902,가양대교(가상),126.8585869405,37.5658687821
100100412,6001,53,115606510,115000904,마곡철교(가상),126.8370995698,37.5777606756
100100412,6001,54,115606626,115000906,방화대교(가상),126.8217039006,37.5842449257
100100412,6001,55,115606433,167000602,김포공항IC(가상),126.7925723191,37.5843362309
100100412,6001,56,167600272,167000604,노오지JC(가상),126.7535756822,37.5704913424
100100412,6001,57,168600109,168001111,신공항TG(가상),126.6648906967,37.5699683621
100100412,6001,58,168600552,168000692,북인천IC(가상),126.6150429847,37.5550208113
100100412,6001,59,161600258,161000557,영종대교(가상),126.5416340394,37.5217904326
100100412,6001,60,161603665,161000332,공항입구JC(가상),126.5163988982,37.5087923516
100100412,6001,61,161601822,161000329,신불IC(가상),126.4881700712,37.462039212
100100412,6001,62,161603889,161000558,GS주유소(가상),126.4758382523,37.441730354
100100412,6001,63,161603516,274109991,공항출국장4.입국장진입6(경유),126.4587311191,37.4482569182
100100412,6001,64,274600095,161000325,인천공항9B,126.4511163318,37.4484979134
100100413,6002,1,0,129000083,인천국제공항,126.4512826451,37.4486293451
100100413,6002,2,129600198,274109998,공항입국장진입1(경유),126.4493489201,37.4451851667
100100413,6002,3,274601548,274110129,공항입국장진입2(경유),126.4545715583,37.4416619895
100100413,6002,4,274600022,161000376,영종도인천공항종점2(가상),126.4598327898,37.4445461974
100100413,6002,5,161603353,161000559,GS주유소(가상),126.4763198732,37.4411606054
100100413,6002,6,161600398,161000328,신불IC(가상),126.4893877145,37.4517070622
100100413,6002,7,161603365,161000333,공항입구JC(가상),126.5165501837,37.5082669284
100100413,6002,8,161600311,161000381,영종대교(가상),126.5421061082,37.5213607131
100100413,6002,9,161603832,168000693,북인천IC(가상),126.6151317893,37.554699412
100100413,6002,10,168601231,168001112,신공항TG(가상),126.6649121544,37.5692880569
100100413,6002,11,167601805,167000605,노오지JC(가상),126.7535381313,37.5701937118
100100413,6002,12,167600510,167000603,김포공항IC(가상),126.7926774008,37.5839536338
100100413,6002,13,115604714,129000110,난지도하수처리장(가상),126.8488430693,37.5841927667
100100413,6002,14,113603623,113000464,난지한강공원(가상),126.8730875323,37.5702183782
100100413,6002,15,113600013,113000424,합정역,126.912832397,37.5488741717
100100413,6002,16,113600016,113000423,서교동예식장타운,126.9195815796,37.5536367406
100100413,6002,17,113600018,113000422,홍대입구역,126.9232979222,37.5564010664
100100413,6002,18,113600021,113000420,신촌오거리.현대백화점,126.9358930618,37.5553966479
100100413,6002,19,113600023,113000419,신촌오거리.2호선신촌역,126.9401437605,37.5560656888
100100413,6002,20,113600025,113000418,이대역,126.9445938349,37.5566130226
100100413,6002,21,112600008,113000476,웨딩타운,126.951517,37.557092
100100413,6002,22,113600028,113000477,아현역,126.9547587943,37.5572147801
100100413,6002,23,112600009,112000430,충정로역,126.9634916293,37.5610582642
100100413,6002,24,112603101,101000304,서대문역사거리,126.966565,37.565579
100100413,6002,25,101604199,100000380,서울역사박물관.경희궁앞,126.97038,37.569135
100100413,6002,26,100601618,100000154,서울역사박물관(경교장),126.9721318077,37.5699003386
100100413,6002,27,100600008,100000331,종로1가,126.9808260992,37.569954334
100100413,6002,28,100600010,100000333,종로2가,126.9855751378,37.5699685262
100100413,6002,29,100600012,100000335,종로3가,126.9909932186,37.5701024255
100100413,6002,30,100600014,100000336,종로4가,126.9968799905,37.5704208133
100100413,6002,31,100600017,100000338,동대문종합시장종로6가,127.0032060634,37.5707920608
100100413,6002,32,100600019,100000340,동대문역,127.0143075913,37.5723969829
100100413,6002,33,100600021,100000366,동묘앞,127.0184514373,37.5737255179
100100413,6002,34,100600023,105000486,신설동역,127.0250446359,37.5761500409
100100413,6002,35,105600001,105000484,용두동사거리,127.0299882252,37.5775320632
100100413,6002,36,105600004,105000482,제기동역.서울약령시,127.0376239965,37.578139014
100100413,6002,37,105600007,105000407,청량리역,127.0462731283,37.5804355236
100100413,6002,38,105600010,105000408,서울시립대입구,127.0538030705,37.5828562643
100100413,6002,39,105601339,105000409,전농로터리시장,127.0571016136,37.5772526361
100100413,6002,40,105602006,105000410,신답역,127.0477839986,37.5705481504
100100413,6002,41,103601416,105000006,동대문구청,127.0383261303,37.5740577469
100100413,6002,42,105601878,105000007,서울시동부병원,127.0309536211,37.5739292519
100100413,6002,43,105600019,105000008,신설동역.서울풍물시장,127.0257176822,37.574427911
100100413,6002,44,100600024,100000367,동묘앞,127.0196720085,37.5742434484
100100413,6002,45,100600026,100000365,동대문(흥인지문),127.0125233357,37.572086309
100100413,6002,46,100600028,100000337,동대문종합시장종로6가,127.0050242196,37.5712164117
100100413,6002,47,100600030,100000334,종로3가,126.9899070495,37.5704877661
100100413,6002,48,100600032,100000332,종로2가,126.9850973266,37.5703541342
100100413,6002,49,100600034,100000330,종로1가,126.9804546746,37.5703561602
100100413,6002,50,100600036,100000329,광화문,126.9738331615,37.5703260433
100100413,6002,51,100602357,100000379,서울역사박물관.경희궁앞,126.970609,37.569412
100100413,6002,52,101604196,101000305,서대문역사거리,126.966893,37.566137
100100413,6002,53,101600017,112000429,충정로역,126.9626986577,37.56002266
100100413,6002,54,113600030,113000478,아현역,126.956593,37.557425
100100413,6002,55,113600032,113000475,웨딩타운,126.952408,37.557227
100100413,6002,56,113600033,113000411,이대역,126.9472705221,37.5568755655
100100413,6002,57,113600035,113000417,신촌오거리.2호선신촌역,126.9389815648,37.555788458
100100413,6002,58,113600037,113000416,신촌오거리.현대백화점,126.9345037666,37.5559833987
100100413,6002,59,113600040,113000414,홍대입구역,126.9245894295,37.5574769032
100100413,6002,60,113600042,113000413,서교동예식장타운,126.9202362534,37.5542490276
100100413,6002,61,113600044,113000468,합정역,126.9149513563,37.5505859949
100100413,6002,62,113603619,113000465,난지한강공원(가상),126.8735248004,37.5707180521
100100413,6002,63,113603622,129000111,난지도하수처리장(가상),126.8492090131,37.5846473836
100100413,6002,64,115606433,167000602,김포공항IC(가상),126.7925723191,37.5843362309
100100413,6002,65,167600272,167000604,노오지JC(가상),126.7535756822,37.5704913424
100100413,6002,66,168600109,168001111,신공항TG(가상),126.6648906967,37.5699683621
100100413,6002,67,168600552,168000692,북인천IC(가상),126.6150429847,37.5550208113
100100413,6002,68,161600258,161000557,영종대교(가상),126.5416340394,37.5217904326
100100413,6002,69,161603665,161000332,공항입구JC(가상),126.5163988982,37.5087923516
100100413,6002,70,161601822,161000329,신불IC(가상),126.4881700712,37.462039212
100100413,6002,71,161603889,161000558,GS주유소(가상),126.4758382523,37.441730354
100100413,6002,72,161603516,274109991,공항출국장4.입국장진입6(경유),126.4587311191,37.4482569182
100100413,6002,73,274600095,161000325,인천공항9B,126.4511163318,37.4484979134
100100414,6003,1,0,129000083,인천국제공항,126.4512826451,37.4486293451
100100414,6003,2,129600198,274109998,공항입국장진입1(경유),126.4493489201,37.4451851667
100100414,6003,3,274601548,274110129,공항입국장진입2(경유),126.4545715583,37.4416619895
100100414,6003,4,274600022,161000376,영종도인천공항종점2(가상),126.4598327898,37.4445461974
100100414,6003,5,161603353,161000559,GS주유소(가상),126.4763198732,37.4411606054
100100414,6003,6,161600398,161000328,신불IC(가상),126.4893877145,37.4517070622
100100414,6003,7,161603365,161000333,공항입구JC(가상),126.5165501837,37.5082669284
100100414,6003,8,161600311,161000381,영종대교(가상),126.5421061082,37.5213607131
100100414,6003,9,161603832,168000693,북인천IC(가상),126.6151317893,37.554699412
100100414,6003,10,168601231,168001112,신공항TG(가상),126.6649121544,37.5692880569
100100414,6003,11,167601805,167000605,노오지JC(가상),126.7535381313,37.5701937118
100100414,6003,12,167600271,115000600,김포공항국제선,126.801935005,37.565706006
100100414,6003,13,115603282,115000603,김포공항국내선,126.8044802852,37.5585727001
100100414,6003,14,115600020,115000634,송정역,126.8095961346,37.5613708422
100100414,6003,15,115602259,115000896,마곡역,126.8260392049,37.5596940503
100100414,6003,16,115606821,115000893,발산역,126.8376109437,37.5585733533
100100414,6003,17,115602084,115000593,한국가스기술공사,126.843257,37.557872
100100414,6003,18,115600025,115000591,KBS스포츠월드,126.84923323,37.5569118315
100100414,6003,19,115600027,115000589,강서구청사거리.서울디지털대학교,126.8540843129,37.5552355847
100100414,6003,20,115600061,115000008,등촌중학교.한국정보화진흥원,126.8600692971,37.5529369302
100100414,6003,21,114600005,115000540,강서구의회,126.8621434783,37.5451836495
100100414,6003,22,115600063,115000542,대일고등학교,126.8634754278,37.5390090878
100100414,6003,23,114600006,115000543,목동사거리,126.8636807084,37.5306750816
100100414,6003,24,114600007,114000368,목동역,126.864285482,37.5253674114
100100414,6003,25,114600010,114000370,갈산초등학교,126.8700047657,37.5129359732
100100414,6003,26,116600001,116000235,구로공구상가,126.8774140543,37.5047168446
100100414,6003,27,116600003,116000390,구로역애경백화점,126.8831338556,37.4996998999
100100414,6003,28,116600006,116000392,구로구청,126.8903214893,37.4957878963
100100414,6003,29,116601376,116000406,대림역,126.894415566,37.4933532412
100100414,6003,30,120600001,120000390,롯데백화점관악점,126.9256483814,37.4895707628
100100414,6003,31,120600004,120000392,신림역,126.9317496621,37.4842633349
100100414,6003,32,120600006,120000394,봉천역,126.942801316,37.4820371645
100100414,6003,33,120602172,120000397,관악구청,126.9522794339,37.479909357
100100414,6003,34,120601203,120000400,서울대학교,126.9489515813,37.4668572388
100100414,6003,35,120600013,120000398,관악구청,126.9524998415,37.4782514112
100100414,6003,36,120601865,120000396,서울대학교입구전철역,126.9514280486,37.4815931763
100100414,6003,37,120600019,120000395,봉천역,126.9421598114,37.4825207457
100100414,6003,38,120600021,120000393,신림역,126.9301935247,37.4844651744
100100414,6003,39,120600023,120000391,롯데백화점관악점,126.9255833924,37.4901050766
100100414,6003,40,116600011,118000474,대림역,126.8951274236,37.4937954158
100100414,6003,41,116603131,116000393,구로구청,126.8885412507,37.4958700328
100100414,6003,42,116603133,116000391,구로역애경백화점,126.8829912618,37.5004801132
100100414,6003,43,116600020,116000417,구로공구상가,126.8795720894,37.5033556976
100100414,6003,44,114600014,114000371,갈산초등학교,126.87038353,37.5130463236
100100414,6003,45,114600017,114000369,목동역,126.8647256531,37.5253354768
100100414,6003,46,114600020,114000381,목동사거리,126.8640725355,37.5304899072
100100414,6003,47,114600022,114000380,대일고등학교,126.8638775519,37.5394087376
100100414,6003,48,114600023,115000541,강서구의회,126.8629063713,37.5463487525
100100414,6003,49,115600037,115000005,등촌중학교 백석초등학교,126.8615536765,37.5526278025
100100414,6003,50,115600038,115000588,강서구청사거리.서울디지털대학교,126.8557818766,37.5547564863
100100414,6003,51,115600041,115000590,KBS스포츠월드,126.8504630663,37.5566007161
100100414,6003,52,115600042,115000592,한국가스기술공사,126.8454938402,37.5578531453
100100414,6003,53,115600044,115000594,발산역,126.8391584264,37.5584907687
100100414,6003,54,115606822,115000895,마곡역,126.827513,37.559695
100100414,6003,55,115600047,115000633,송정역,126.811072238,37.561349785
100100414,6003,56,115603104,115000547,김포공항국제선,126.8021756851,37.5658713092
100100414,6003,57,115603266,115000520,김포공항국내선,126.8036809737,37.5595085098
100100414,6003,58,167600272,167000604,노오지JC(가상),126.7535756822,37.5704913424
100100414,6003,59,168600109,168001111,신공항TG(가상),126.6648906967,37.5699683621
100100414,6003,60,168600552,168000692,북인천IC(가상),126.6150429847,37.5550208113
100100414,6003,61,161600258,161000557,영종대교(가상),126.5416340394,37.5217904326
100100414,6003,62,161603665,161000332,공항입구JC(가상),126.5163988982,37.5087923516
100100414,6003,63,161601822,161000329,신불IC(가상),126.4881700712,37.462039212
100100414,6003,64,161603889,161000558,GS주유소(가상),126.4758382523,37.441730354
100100414,6003,65,161603516,274109991,공항출국장4.입국장진입6(경유),126.4587311191,37.4482569182
100100414,6003,66,274600095,161000325,인천공항9B,126.4511163318,37.4484979134
100100415,6004,1,0,129000083,인천국제공항,126.4512826451,37.4486293451
100100415,6004,2,129600198,274109998,공항입국장진입1(경유),126.4493489201,37.4451851667
100100415,6004,3,274601548,274110129,공항입국장진입2(경유),126.4545715583,37.4416619895
100100415,6004,4,274601517,161000335,영종도인천공항종점,126.4615498052,37.4451361429
100100415,6004,5,161600287,161000559,GS주유소(가상),126.4763198732,37.4411606054
100100415,6004,6,161600398,161000328,신불IC(가상),126.4893877145,37.4517070622
100100415,6004,7,161603975,161000561,영종IC(가상),126.5009155329,37.477826077
100100415,6004,8,161603977,164000544,연수JC(가상),126.624712163,37.4084953237
100100415,6004,9,163600013,163000568,문학IC(가상),126.6725801071,37.4365740298
100100415,6004,10,165600016,165000909,남인천TG(가상),126.760399253,37.4317998632
100100415,6004,11,165600018,213800417,광명IC(가상),126.8438991019,37.4400569585
100100415,6004,12,213600969,213000393,광명고속철도역,126.886049847,37.4161005942
100100415,6004,13,208600122,117000015,석수역,126.9033101325,37.4337174251
100100415,6004,14,117600002,117000011,박미삼거리.국립전통예술중고,126.9032727409,37.4478432162
100100415,6004,15,117600004,117000009,시흥사거리,126.9014119022,37.4525166369
100100415,6004,16,117600006,117000007,금천구청,126.8988721519,37.4592088301
100100415,6004,17,117600342,117000005,말미고개,126.897763,37.464175
100100415,6004,18,117600008,117000003,금천우체국,126.8980832235,37.4691356565
100100415,6004,19,117600643,117000001,문성초등학교,126.8986660928,37.475363705
100100415,6004,20,120600025,116000440,코오롱싸이언스밸리.베스트웨스턴구로호텔,126.89918654,37.4835182533
100100415,6004,21,116600022,116000603,롯데시티호텔구로,126.8974925044,37.4852820598
100100415,6004,22,116600024,116000442,디지털1단지,126.8947758913,37.483990191
100100415,6004,23,116600026,116000443,디지털단지오거리,126.8904340005,37.4799285687
100100415,6004,24,117601313,117000312,패션단지,126.8885942062,37.4784904864
100100415,6004,25,117600013,117000314,가산디지털단지역,126.8839017936,37.4806938448
100100415,6004,26,117601751,117000299,가산디지털단지역,126.8828483943,37.4811603109
100100415,6004,27,117601318,117000313,패션단지,126.8887449605,37.47823922
100100415,6004,28,117600020,116000444,디지털단지오거리,126.8911041167,37.480201322
100100415,6004,29,116600030,116000441,디지털1단지,126.8948983529,37.4837488039
100100415,6004,30,116600032,116000604,롯데시티호텔구로,126.8967459454,37.4854535207
100100415,6004,31,116600033,116000439,베스트웨스턴구로호텔코오롱싸이언스밸리,126.899486655,37.4831733858
100100415,6004,32,116603138,117000002,문성초등학교,126.89833,37.474034
100100415,6004,33,117600021,117000004,금천우체국,126.898003,37.470136
100100415,6004,34,117600361,117000006,말미고개,126.897285,37.46473
100100415,6004,35,117600334,117000008,금천구청,126.899097,37.457727
100100415,6004,36,117600026,117000010,시흥사거리,126.9010982769,37.4529209731
100100415,6004,37,117600027,117000012,박미삼거리.국립전통예술중고,126.902663,37.449067
100100415,6004,38,117600029,117000310,석수역,126.902729236,37.434643292
100100415,6004,39,208600132,213000393,광명고속철도역,126.886049847,37.4161005942
100100415,6004,40,213600974,213800418,광명IC(가상),126.8471687147,37.4404083493
100100415,6004,41,213600975,165000910,남인천TG(가상),126.767469556,37.432063968
100100415,6004,42,163600016,163000567,문학IC(가상),126.6727249464,37.437242767
100100415,6004,43,164600038,164000545,연수JC(가상),126.6245700059,37.409000261
100100415,6004,44,161603978,161000560,영종IC(가상),126.5015860852,37.4786562152
100100415,6004,45,161601822,161000329,신불IC(가상),126.4881700712,37.462039212
100100415,6004,46,161603889,161000558,GS주유소(가상),126.4758382523,37.441730354
100100415,6004,47,161603516,274109991,공항출국장4.입국장진입6(경유),126.4587311191,37.4482569182
100100415,6004,48,274600095,161000325,인천공항9B,126.4511163318,37.4484979134
100100416,6005,1,0,129000083,인천국제공항,126.4512826451,37.4486293451
100100416,6005,2,129600198,274109998,공항입국장진입1(경유),126.4493489201,37.4451851667
100100416,6005,3,274601548,274110129,공항입국장진입2(경유),126.4545715583,37.4416619895
100100416,6005,4,274600022,161000376,영종도인천공항종점2(가상),126.4598327898,37.4445461974
100100416,6005,5,161603353,161000559,GS주유소(가상),126.4763198732,37.4411606054
100100416,6005,6,161600398,161000328,신불IC(가상),126.4893877145,37.4517070622
100100416,6005,7,161603365,161000333,공항입구JC(가상),126.5165501837,37.5082669284
100100416,6005,8,161600311,161000381,영종대교(가상),126.5421061082,37.5213607131
100100416,6005,9,161603832,168000693,북인천IC(가상),126.6151317893,37.554699412
100100416,6005,10,168601231,168001112,신공항TG(가상),126.6649121544,37.5692880569
100100416,6005,11,167601805,167000605,노오지JC(가상),126.7535381313,37.5701937118
100100416,6005,12,167600510,167000603,김포공항IC(가상),126.7926774008,37.5839536338
100100416,6005,13,115606557,115000907,방화대교(가상),126.820437898,37.5835477465
100100416,6005,14,115606558,115000905,마곡철교(가상),126.8368632901,37.5774689006
100100416,6005,15,113602534,113000397,월드컵파크7단지,126.8804641383,37.582255636
100100416,6005,16,111600001,111000005,수색역앞,126.8932380184,37.5832230348
100100416,6005,17,111600004,111000007,디지털미디어시티역,126.9004947041,37.579005065
100100416,6005,18,112600014,112000003,DMC래미안e.편한세상요진아파트,126.9096099146,37.5716775164
100100416,6005,19,112602624,112000005,모래내시장.가좌역,126.9150627853,37.5690774104
100100416,6005,20,112600019,112000373,연희삼거리,126.9332681588,37.5695126174
100100416,6005,21,112601169,112000375,서대문구청,126.936131388,37.5785143003
100100416,6005,22,112601495,112000376,그랜드힐튼호텔,126.9357565292,37.5878538931
100100416,6005,23,112601256,112000407,홍제역,126.944365257,37.5884908289
100100416,6005,24,112600028,112000416,홍제삼거리.인왕산한신휴플러스,126.9478427379,37.585207045
100100416,6005,25,112600029,112000398,무악재역,126.9498097936,37.5831543142
100100416,6005,26,112600030,112000404,안산초등학교,126.951572,37.580686
100100416,6005,27,112600031,112000402,독립문역.한성과학고,126.9575774512,37.5746889121
100100416,6005,28,112600033,100000363,영천시장,126.9625329584,37.5699391328
100100416,6005,29,101600018,101000248,바비엥스위트,126.9673182162,37.5647772952
100100416,6005,30,101600019,112000399,경찰청.동북아역사재단,126.9692243077,37.5624764161
100100416,6005,31,101600020,101000288,프레이저플레이스남대문,126.9762665716,37.5613760047
100100416,6005,32,101604064,101000286,시청.서울신문사,126.9773647244,37.568299316
100100416,6005,33,100600042,100000375,인사동.아벤트리호텔,126.983156342,37.5730319178
100100416,6005,34,100600045,100000374,세종문화회관,126.9765653997,37.5722306242
100100416,6005,35,100601717,101000226,광화문,126.9767623328,37.568758756
100100416,6005,36,101600026,101000227,시청덕수궁,126.97677807,37.565471574
100100416,6005,37,101600029,101000287,프레이저플레이스남대문,126.9755365701,37.5610667807
100100416,6005,38,101601066,101000247,프레이저플레이스,126.9692683016,37.5628476779
100100416,6005,39,101600031,101000229,바비엥스위트,126.9676372948,37.5651089852
100100416,6005,40,101600033,100000362,영천시장,126.963006327,37.5696103835
100100416,6005,41,112600035,112000401,독립문역.한성과학고,126.9564198085,37.5757049212
100100416,6005,42,112601950,112000400,무악재역,126.9506553191,37.5818652109
100100416,6005,43,112601951,112000409,인왕산.홍제원아파트,126.9488623648,37.5843965104
100100416,6005,44,112601953,112000408,홍제역,126.9453225684,37.5878433932
100100416,6005,45,112600041,112000377,그랜드힐튼호텔,126.9355163118,37.5880402875
100100416,6005,46,112600043,112000374,서대문구청,126.9357996958,37.5784645604
100100416,6005,47,112600045,112000372,연희삼거리,126.9344980432,37.5715704986
100100416,6005,48,112600048,112000006,모래내시장.가좌역,126.913786,37.569862
